Unnamed: 0,Unnamed: 1,Unnamed: 2,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,minus_log10_pvalue,regulation,GeneSymbol,Subcategory,GO_Terms,Description
ENSMUSG00000030779,ENSMUSG00000030779,Rbbp6,1683.583649,0.83763813,0.09207468,9.097377563,9.25e-20,1.33e-17,"19,03367429",up,RBBP6,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000031095,ENSMUSG00000031095,Cul4b,577.4328009,0.663808729,0.18885662,3.514881973,0.000439949,0.001760101,"3,356597201",up,CUL4B,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000031134,ENSMUSG00000031134,Rbmx,826.8749023,0.575490434,0.106857728,5.38557618,7.22e-08,8.98e-07,"7,141384969",up,RBMX,membrane protein proteolysis,GO:0033619,The proteolytic cleavage of a transmembrane protein leading to the release of its intracellular or ecto-domains.
ENSMUSG00000031154,ENSMUSG00000031154,Otud5,997.0076748,0.546912218,0.138796669,3.940384316,8.14e-05,0.000412915,"4,089636172",up,OTUD5,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000031382,ENSMUSG00000031382,Asb11,4819.150269,0.698910029,0.158212599,4.417537112,9.98e-06,6.86e-05,"5,000730519",up,ASB11,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000031605,ENSMUSG00000031605,Klhl2,486.3162212,0.709793593,0.20682235,3.431899847,0.000599369,0.002294975,"3,222305825",up,KLHL2,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000031722,ENSMUSG00000031722,Hp,612.601549,2.145575493,0.643620717,3.333602288,0.000857291,0.003124722,"3,066871516",up,HP,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000031897,ENSMUSG00000031897,Psmb10,177.4482477,-0.699115675,0.140788552,-4.965713932,6.84e-07,6.63e-06,"6,164634221",down,PSMB10,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000031986,ENSMUSG00000031986,Sprtn,639.5024906,0.862048881,0.130902439,6.585430253,4.54e-11,1.19e-09,"10,3433557",up,SPRTN,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000032086,ENSMUSG00000032086,Bace1,2155.668089,-1.165339994,0.21895647,-5.322245078,1.02e-07,1.23e-06,"6,989300039",down,BACE1,membrane protein proteolysis,GO:0033619,The proteolytic cleavage of a transmembrane protein leading to the release of its intracellular or ecto-domains.
ENSMUSG00000032086,ENSMUSG00000032086,Bace1,2155.668089,-1.165339994,0.21895647,-5.322245078,1.02e-07,1.23e-06,"6,989300039",down,BACE1,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000032267,ENSMUSG00000032267,Usp28,2945.549733,0.545575103,0.185782087,2.936639976,0.00331789,0.009774167,"2,479137956",up,USP28,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000032375,ENSMUSG00000032375,Aph1b,116.0262112,0.586118589,0.184469183,3.177325228,0.001486402,0.004972396,"2,827863579",up,APH1B,membrane protein proteolysis,GO:0033619,The proteolytic cleavage of a transmembrane protein leading to the release of its intracellular or ecto-domains.
ENSMUSG00000032375,ENSMUSG00000032375,Aph1b,116.0262112,0.586118589,0.184469183,3.177325228,0.001486402,0.004972396,"2,827863579",up,APH1B,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000032596,ENSMUSG00000032596,Uba7,125.3877703,-1.230448026,0.272725864,-4.511666067,6.43e-06,4.69e-05,"5,191651293",down,UBA7,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000032633,ENSMUSG00000032633,Flcn,2481.506706,1.025387051,0.255860272,4.007605572,6.13e-05,0.000323949,"4,212274312",up,FLCN,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000033107,ENSMUSG00000033107,Rnf125,215.1560788,2.588967484,0.384841087,6.727367659,1.73e-11,5.01e-10,"10,76255722",up,RNF125,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000033628,ENSMUSG00000033628,Pik3c3,736.6466303,0.57302841,0.134914176,4.247355089,2.16e-05,0.000132668,"4,664925442",up,PIK3C3,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000034158,ENSMUSG00000034158,Lrrc58,6086.091406,2.262226307,0.193406124,11.69676671,1.32e-31,7.31e-29,"30,87810301",up,LRRC58,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000034586,ENSMUSG00000034586,Hid1,112.2832672,0.868273031,0.251199446,3.456508539,0.000547222,0.002119799,"3,261836554",up,HID1,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000035069,ENSMUSG00000035069,Oma1,710.234026,-0.55576099,0.120035919,-4.629955738,3.66e-06,2.9e-05,"5,436822903",down,OMA1,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000035069,ENSMUSG00000035069,Oma1,710.234026,-0.55576099,0.120035919,-4.629955738,3.66e-06,2.9e-05,"5,436822903",down,OMA1,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000035206,ENSMUSG00000035206,Sppl2b,462.4920043,-0.87566493,0.139375665,-6.282767708,3.33e-10,7.22e-09,"9,478080568",down,SPPL2B,membrane protein proteolysis,GO:0033619,The proteolytic cleavage of a transmembrane protein leading to the release of its intracellular or ecto-domains.
ENSMUSG00000035235,ENSMUSG00000035235,Trim13,170.7889683,-0.546739657,0.160115773,-3.414652074,0.000638635,0.002420553,"3,194747069",down,TRIM13,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000035247,ENSMUSG00000035247,Hectd1,8679.277529,1.021117945,0.178199381,5.730199162,1e-08,1.56e-07,"7,99864371",up,HECTD1,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000035569,ENSMUSG00000035569,Ankrd11,4556.808959,0.726128429,0.152170003,4.771823727,1.83e-06,1.57e-05,"5,738581879",up,ANKRD11,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000035621,ENSMUSG00000035621,Midn,2323.463028,0.838291802,0.1568727,5.343771096,9.1e-08,1.11e-06,"7,040803463",up,MIDN,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000035898,ENSMUSG00000035898,Uba6,150.4869103,-0.651865598,0.187662363,-3.473608606,0.000513509,0.002002583,"3,28945152",down,UBA6,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000036646,ENSMUSG00000036646,Man1b1,768.4680578,-0.51347338,0.089902007,-5.711478506,1.12e-08,1.72e-07,"7,950786457",down,MAN1B1,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000036822,ENSMUSG00000036822,Topors,674.0763106,0.797703961,0.107406175,7.426984175,1.11e-13,4.77e-12,"12,9542795",up,TOPORS,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000036840,ENSMUSG00000036840,Siah1a,801.8337118,1.524691103,0.120399004,12.66365211,9.4e-37,7.27e-34,"36,02677318",up,SIAH1A,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000037415,ENSMUSG00000037415,Ranbp10,2775.307247,0.713145745,0.140802946,5.064849592,4.09e-07,4.19e-06,"6,388570999",up,RANBP10,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000037852,ENSMUSG00000037852,Cpe,7323.83168,-0.723437307,0.224206865,-3.226651005,0.001252481,0.004304003,"2,902228772",down,CPE,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000038175,ENSMUSG00000038175,Mylip,968.7050181,1.083761673,0.185430642,5.844566262,5.08e-09,8.3e-08,"8,294230466",up,MYLIP,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000038302,ENSMUSG00000038302,Afg1l,360.2685318,-0.971924652,0.191280058,-5.08116038,3.75e-07,3.89e-06,"6,425811",down,AFG1L,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000038451,ENSMUSG00000038451,Spsb2,113.9619965,0.796614814,0.182942022,4.354465988,1.33e-05,8.77e-05,"4,87487123",up,SPSB2,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000038546,ENSMUSG00000038546,Ranbp9,3002.048406,1.244086704,0.28188184,4.413504264,1.02e-05,6.98e-05,"4,992633298",up,RANBP9,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000038642,ENSMUSG00000038642,Ctss,145.2297236,1.809570149,0.283764059,6.377023774,1.81e-10,4.2e-09,"9,743372584",up,CTSS,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000038806,ENSMUSG00000038806,Sde2,479.1302935,0.63294174,0.132513335,4.776438078,1.78e-06,1.54e-05,"5,748538301",up,SDE2,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000038876,ENSMUSG00000038876,Rnf146,1493.230533,0.888943172,0.150658539,5.900383598,3.63e-09,6.18e-08,"8,440503452",up,RNF146,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000039474,ENSMUSG00000039474,Wfs1,2825.964761,-0.581303261,0.189054638,-3.074789742,0.00210651,0.006678869,"2,676436475",down,WFS1,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000039703,ENSMUSG00000039703,Nploc4,6413.912353,1.157625655,0.215401755,5.374262879,7.69e-08,9.47e-07,"7,114092846",up,NPLOC4,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000039911,ENSMUSG00000039911,Spsb1,1802.362235,2.529372295,0.235523491,10.73936312,6.650000000000001e-27,2.27e-24,"26,17716824",up,SPSB1,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000040423,ENSMUSG00000040423,Rc3h1,1172.65001,1.074635199,0.121216137,8.86544669,7.62e-19,8.84e-17,"18,11805662",up,RC3H1,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000040462,ENSMUSG00000040462,Os9,912.7902692,0.547029374,0.150381548,3.637609667,0.00027518,0.001178124,"3,560383077",up,OS9,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000041879,ENSMUSG00000041879,Ipo9,1533.979523,0.507735286,0.08894131,5.70865536,1.14e-08,1.74e-07,"7,943582265",up,IPO9,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000041926,ENSMUSG00000041926,Rnpep,509.710495,-0.728117762,0.100439345,-7.249328035,4.19e-13,1.68e-11,"12,37794732",down,RNPEP,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000041961,ENSMUSG00000041961,Znrf3,232.616844,0.720511275,0.171705207,4.19621099,2.71e-05,0.000161183,"4,566362287",up,ZNRF3,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000042155,ENSMUSG00000042155,Klhl23,821.1650187,-1.027554723,0.274036896,-3.749694801,0.00017705,0.000806717,"3,751904271",down,KLHL23,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000042506,ENSMUSG00000042506,Usp22,1111.895437,0.575418692,0.155124224,3.709405782,0.000207746,0.000922804,"3,682466813",up,USP22,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000042997,ENSMUSG00000042997,Nhlrc3,297.6645994,0.91133687,0.144740656,6.296343363,3.05e-10,6.73e-09,"9,51605782",up,NHLRC3,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000043336,ENSMUSG00000043336,Filip1l,2872.551823,-0.924407951,0.280610029,-3.294279801,0.000986742,0.003516975,"3,005796287",down,FILIP1L,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000043929,ENSMUSG00000043929,Klhl15,126.8503328,0.681593464,0.190985635,3.568820568,0.000358592,0.001478475,"3,445399522",up,KLHL15,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000044791,ENSMUSG00000044791,Setd2,1459.750929,0.916059577,0.135228367,6.774167271,1.25e-11,3.7e-10,"10,90265646",up,SETD2,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000044952,ENSMUSG00000044952,Kctd21,95.55517565,-1.42568056,0.176029971,-8.099078552,5.54e-16,3.71e-14,"15,25667042",down,KCTD21,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000045374,ENSMUSG00000045374,Wdr81,488.1914377,0.781373527,0.23171081,3.372192814,0.000745722,0.00276234,"3,127422916",up,WDR81,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000046404,ENSMUSG00000046404,Yod1,185.9234189,0.512668832,0.151157215,3.391626614,0.000694791,0.002604454,"3,15814611",up,YOD1,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000046417,ENSMUSG00000046417,Lrrc75a,109.5602568,-0.725841807,0.243635797,-2.979208374,0.002889942,0.008699077,"2,53911091",down,LRRC75A,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000050428,ENSMUSG00000050428,Fbxo46,112.9756619,-0.540322093,0.180313053,-2.996577798,0.002730286,0.008300203,"2,563791919",down,FBXO46,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000051675,ENSMUSG00000051675,Trim32,357.4094236,-0.602899267,0.136330555,-4.42233414,9.76e-06,6.74e-05,"5,010370903",down,TRIM32,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000052593,ENSMUSG00000052593,Adam17,610.1686051,-0.780357378,0.174535514,-4.471052113,7.78e-06,5.53e-05,"5,108821014",down,ADAM17,membrane protein proteolysis,GO:0033619,The proteolytic cleavage of a transmembrane protein leading to the release of its intracellular or ecto-domains.
ENSMUSG00000052593,ENSMUSG00000052593,Adam17,610.1686051,-0.780357378,0.174535514,-4.471052113,7.78e-06,5.53e-05,"5,108821014",down,ADAM17,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000052934,ENSMUSG00000052934,Fbxo31,9609.585956,0.538197465,0.126126753,4.267115815,1.98e-05,0.000123473,"4,703298898",up,FBXO31,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000053581,ENSMUSG00000053581,Zfand2a,633.2861812,1.314467675,0.207587543,6.332112493,2.42e-10,5.5e-09,"9,6164951",up,ZFAND2A,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000053774,ENSMUSG00000053774,Ubxn7,894.4413071,0.834170283,0.117604834,7.092993182,1.31e-12,4.77e-11,"11,88192741",up,UBXN7,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000055652,ENSMUSG00000055652,Klhl25,88.30353429,-0.580801056,0.182560148,-3.181423017,0.001465535,0.004912506,"2,834003905",down,KLHL25,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000056537,ENSMUSG00000056537,Rlim,1030.007775,1.031451097,0.136689508,7.545942006,4.49e-14,2.07e-12,"13,34772479",up,RLIM,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000057530,ENSMUSG00000057530,Ece1,4947.038981,0.755976984,0.138079976,5.474921157,4.38e-08,5.74e-07,"7,358817055",up,ECE1,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000059890,ENSMUSG00000059890,Ube4a,1867.093047,1.080406072,0.261148168,4.137138246,3.52e-05,0.000200719,"4,453871777",up,UBE4A,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000060177,ENSMUSG00000060177,Klk1b22,264.936786,2.068577979,0.594584697,3.479029966,0.000503232,0.001968462,"3,298231481",up,KLK1B22,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000061119,ENSMUSG00000061119,Prcp,258.9448173,-0.515228035,0.175422391,-2.937071108,0.003313281,0.009772361,"2,4797417",down,PRCP,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000061665,ENSMUSG00000061665,Cd2ap,992.714355,0.575666066,0.103684139,5.552113107,2.82e-08,3.91e-07,"7,549386251",up,CD2AP,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000061780,ENSMUSG00000061780,Cfd,1168.404008,0.832276271,0.223694503,3.720593304,0.000198755,0.000888697,"3,701681297",up,CFD,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000062901,ENSMUSG00000062901,Klhl24,7337.587389,0.696140607,0.144841304,4.806229924,1.54e-06,1.35e-05,"5,813035162",up,KLHL24,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000064145,ENSMUSG00000064145,Arih2,3890.617571,0.558963713,0.122238506,4.572730241,4.81e-06,3.66e-05,"5,317485105",up,ARIH2,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000066036,ENSMUSG00000066036,Ubr4,8885.097012,0.793928008,0.154653062,5.133606781,2.84e-07,3.05e-06,"6,546312295",up,UBR4,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000066892,ENSMUSG00000066892,Fbxl12,213.4514244,0.607905175,0.136888681,4.440872461,8.96e-06,6.26e-05,"5,047716778",up,FBXL12,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000070327,ENSMUSG00000070327,Rnf213,376.2542722,-0.684232182,0.167906829,-4.075070591,4.6e-05,0.00025321,"4,337238477",down,RNF213,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000074622,ENSMUSG00000074622,Mafb,2297.727983,-1.615687722,0.495005875,-3.263976863,0.001098601,0.003854077,"2,959159866",down,MAFB,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000074781,ENSMUSG00000074781,Ube2n,1503.51975,-0.903124963,0.1490906,-6.057558065,1.38e-09,2.63e-08,"8,859481078",down,UBE2N,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
ENSMUSG00000078515,ENSMUSG00000078515,Ddi2,6369.087906,1.402433995,0.255908917,5.480207604,4.25e-08,5.6e-07,"7,371787832",up,DDI2,protein processing,GO:0016485,Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein.
ENSMUSG00000078515,ENSMUSG00000078515,Ddi2,6369.087906,1.402433995,0.255908917,5.480207604,4.25e-08,5.6e-07,"7,371787832",up,DDI2,proteolysis involved in protein catabolic process,GO:0051603,The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.
