GeneSymbol,GO_Term,GO_Name
NFE2L2,GO:0006508,proteolysis
NHLRC1,GO:0006508,proteolysis
NHLRC3,GO:0006508,proteolysis
NLRP1A,GO:0006508,proteolysis
NLRP1B,GO:0006508,proteolysis
NLRP4A,GO:0006508,proteolysis
NLRP4B,GO:0006508,proteolysis
NLRP4C,GO:0006508,proteolysis
NLRP4E,GO:0006508,proteolysis
NLRP4F,GO:0006508,proteolysis
NPLOC4,GO:0006508,proteolysis
NR1D1,GO:0006508,proteolysis
NRROS,GO:0006508,proteolysis
NSFL1C,GO:0006508,proteolysis
NTAN1,GO:0006508,proteolysis
NUB1,GO:0006508,proteolysis
OGT,GO:0006508,proteolysis
OMA1,GO:0006508,proteolysis
OOG1,GO:0006508,proteolysis
OOG2,GO:0006508,proteolysis
OOG3,GO:0006508,proteolysis
OOG4,GO:0006508,proteolysis
OS9,GO:0006508,proteolysis
OTUB1,GO:0006508,proteolysis
OTUD5,GO:0006508,proteolysis
OXA1L,GO:0006508,proteolysis
P2RX7,GO:0006508,proteolysis
P4HB,GO:0006508,proteolysis
PAM,GO:0006508,proteolysis
PARL,GO:0006508,proteolysis
PARP1,GO:0006508,proteolysis
PCBP2,GO:0006508,proteolysis
PCNP,GO:0006508,proteolysis
PCSK1,GO:0006508,proteolysis
PCSK1N,GO:0006508,proteolysis
PCSK2,GO:0006508,proteolysis
PCSK4,GO:0006508,proteolysis
PCSK5,GO:0006508,proteolysis
PCSK6,GO:0006508,proteolysis
PCSK7,GO:0006508,proteolysis
PCSK9,GO:0006508,proteolysis
PCYOX1,GO:0006508,proteolysis
PCYOX1L,GO:0006508,proteolysis
PDCD6IP,GO:0006508,proteolysis
PELI1,GO:0006508,proteolysis
PGK1,GO:0006508,proteolysis
PHEX,GO:0006508,proteolysis
PIDD1,GO:0006508,proteolysis
PIK3C3,GO:0006508,proteolysis
PISD,GO:0006508,proteolysis
PJA2,GO:0006508,proteolysis
PLAA,GO:0006508,proteolysis
PLAT,GO:0006508,proteolysis
PLAU,GO:0006508,proteolysis
PLAUR,GO:0006508,proteolysis
PLG,GO:0006508,proteolysis
PMAIP1,GO:0006508,proteolysis
PML,GO:0006508,proteolysis
PMP22,GO:0006508,proteolysis
PMPCA,GO:0006508,proteolysis
PMPCB,GO:0006508,proteolysis
PPP1R11,GO:0006508,proteolysis
PPP2CB,GO:0006508,proteolysis
PPP2R5C,GO:0006508,proteolysis
PPP3CA,GO:0006508,proteolysis
PRAMEL1,GO:0006508,proteolysis
PRAMEL11,GO:0006508,proteolysis
PRAMEL12,GO:0006508,proteolysis
PRAMEL13,GO:0006508,proteolysis
PRAMEL14,GO:0006508,proteolysis
PRAMEL15,GO:0006508,proteolysis
PRAMEL16,GO:0006508,proteolysis
PRAMEL17,GO:0006508,proteolysis
PRAMEL18,GO:0006508,proteolysis
PRAMEL19,GO:0006508,proteolysis
PRAMEL20,GO:0006508,proteolysis
PRAMEL21,GO:0006508,proteolysis
PRAMEL22,GO:0006508,proteolysis
PRAMEL23,GO:0006508,proteolysis
PRAMEL24,GO:0006508,proteolysis
PRAMEL25,GO:0006508,proteolysis
PRAMEL26,GO:0006508,proteolysis
PRAMEL27,GO:0006508,proteolysis
PRAMEL28,GO:0006508,proteolysis
PRAMEL29,GO:0006508,proteolysis
PRAMEL30,GO:0006508,proteolysis
PRAMEL31,GO:0006508,proteolysis
PRAMEL32,GO:0006508,proteolysis
PRAMEL33,GO:0006508,proteolysis
PRAMEL35,GO:0006508,proteolysis
PRAMEL38,GO:0006508,proteolysis
PRAMEL40,GO:0006508,proteolysis
PRAMEL41,GO:0006508,proteolysis
PRAMEL42,GO:0006508,proteolysis
PRAMEL43,GO:0006508,proteolysis
PRAMEL44,GO:0006508,proteolysis
PRAMEL45,GO:0006508,proteolysis
PRAMEL46,GO:0006508,proteolysis
PRAMEL47,GO:0006508,proteolysis
PRAMEL48,GO:0006508,proteolysis
PRAMEL49,GO:0006508,proteolysis
PRAMEL5,GO:0006508,proteolysis
PRAMEL50,GO:0006508,proteolysis
PRAMEL51,GO:0006508,proteolysis
PRAMEL53,GO:0006508,proteolysis
PRAMEL56,GO:0006508,proteolysis
PRAMEL57,GO:0006508,proteolysis
PRAMEL6,GO:0006508,proteolysis
PRAMEL7,GO:0006508,proteolysis
PRAMEX1,GO:0006508,proteolysis
PRCP,GO:0006508,proteolysis
PREP,GO:0006508,proteolysis
PRKAA1,GO:0006508,proteolysis
PRKCA,GO:0006508,proteolysis
PRKCQ,GO:0006508,proteolysis
PRKN,GO:0006508,proteolysis
PROCA1,GO:0006508,proteolysis
PRPF19,GO:0006508,proteolysis
PRSS12,GO:0006508,proteolysis
PRSS22,GO:0006508,proteolysis
PRSS27,GO:0006508,proteolysis
PRSS3B,GO:0006508,proteolysis
PRSS41,GO:0006508,proteolysis
PRSS47,GO:0006508,proteolysis
PRSS50,GO:0006508,proteolysis
PRSS52,GO:0006508,proteolysis
PRSS55,GO:0006508,proteolysis
PRSS8,GO:0006508,proteolysis
PRTN3,GO:0006508,proteolysis
PSEN1,GO:0006508,proteolysis
PSEN2,GO:0006508,proteolysis
PSENEN,GO:0006508,proteolysis
PSMA1,GO:0006508,proteolysis
PSMA2,GO:0006508,proteolysis
PSMA3,GO:0006508,proteolysis
PSMA4,GO:0006508,proteolysis
PSMA5,GO:0006508,proteolysis
PSMA6,GO:0006508,proteolysis
PSMA7,GO:0006508,proteolysis
PSMA8,GO:0006508,proteolysis
PSMB1,GO:0006508,proteolysis
PSMB10,GO:0006508,proteolysis
PSMB11,GO:0006508,proteolysis
PSMB2,GO:0006508,proteolysis
PSMB3,GO:0006508,proteolysis
PSMB4,GO:0006508,proteolysis
PSMB5,GO:0006508,proteolysis
PSMB6,GO:0006508,proteolysis
PSMB7,GO:0006508,proteolysis
PSMB8,GO:0006508,proteolysis
PSMB9,GO:0006508,proteolysis
PSMC1,GO:0006508,proteolysis
PSMC2,GO:0006508,proteolysis
PSMC3,GO:0006508,proteolysis
PSMC4,GO:0006508,proteolysis
PSMC5,GO:0006508,proteolysis
PSMC6,GO:0006508,proteolysis
PSMD1,GO:0006508,proteolysis
PSMD11,GO:0006508,proteolysis
PSMD13,GO:0006508,proteolysis
PSMD14,GO:0006508,proteolysis
PSMD2,GO:0006508,proteolysis
PSMD3,GO:0006508,proteolysis
PSMD4,GO:0006508,proteolysis
PSMD6,GO:0006508,proteolysis
PSMD7,GO:0006508,proteolysis
PSMD8,GO:0006508,proteolysis
PSME4,GO:0006508,proteolysis
PSMF1,GO:0006508,proteolysis
PTCH1,GO:0006508,proteolysis
PTHLH,GO:0006508,proteolysis
PTPN23,GO:0006508,proteolysis
Q3V426,GO:0006508,proteolysis
Q80Z57,GO:0006508,proteolysis
Q80Z58,GO:0006508,proteolysis
Q8BKM6,GO:0006508,proteolysis
Q8C099,GO:0006508,proteolysis
RAB40B,GO:0006508,proteolysis
RAB40C,GO:0006508,proteolysis
RAD23A,GO:0006508,proteolysis
RAD23B,GO:0006508,proteolysis
RANBP10,GO:0006508,proteolysis
RANBP9,GO:0006508,proteolysis
RARA,GO:0006508,proteolysis
RBBP6,GO:0006508,proteolysis
RBCK1,GO:0006508,proteolysis
RBMX,GO:0006508,proteolysis
RBMXL1,GO:0006508,proteolysis
RBX1,GO:0006508,proteolysis
RC3H1,GO:0006508,proteolysis
RC3H2,GO:0006508,proteolysis
RCE1,GO:0006508,proteolysis
RCHY1,GO:0006508,proteolysis
RCN3,GO:0006508,proteolysis
REN1,GO:0006508,proteolysis
REN2,GO:0006508,proteolysis
RET,GO:0006508,proteolysis
RFFL,GO:0006508,proteolysis
RHBDD1,GO:0006508,proteolysis
RHOBTB2,GO:0006508,proteolysis
RHOBTB3,GO:0006508,proteolysis
RIOK3,GO:0006508,proteolysis
RLIM,GO:0006508,proteolysis
RMND5A,GO:0006508,proteolysis
RMND5B,GO:0006508,proteolysis
RNF10,GO:0006508,proteolysis
RNF103,GO:0006508,proteolysis
RNF11,GO:0006508,proteolysis
RNF111,GO:0006508,proteolysis
RNF114,GO:0006508,proteolysis
RNF115,GO:0006508,proteolysis
RNF121,GO:0006508,proteolysis
RNF122,GO:0006508,proteolysis
RNF123,GO:0006508,proteolysis
RNF125,GO:0006508,proteolysis
RNF126,GO:0006508,proteolysis
RNF128,GO:0006508,proteolysis
RNF13,GO:0006508,proteolysis
RNF130,GO:0006508,proteolysis
RNF133,GO:0006508,proteolysis
RNF139,GO:0006508,proteolysis
RNF14,GO:0006508,proteolysis
RNF144A,GO:0006508,proteolysis
RNF144B,GO:0006508,proteolysis
RNF145,GO:0006508,proteolysis
RNF146,GO:0006508,proteolysis
RNF148,GO:0006508,proteolysis
RNF149,GO:0006508,proteolysis
RNF150,GO:0006508,proteolysis
RNF151,GO:0006508,proteolysis
RNF166,GO:0006508,proteolysis
RNF167,GO:0006508,proteolysis
RNF168,GO:0006508,proteolysis
RNF170,GO:0006508,proteolysis
RNF185,GO:0006508,proteolysis
RNF186,GO:0006508,proteolysis
RNF187,GO:0006508,proteolysis
RNF19A,GO:0006508,proteolysis
RNF19B,GO:0006508,proteolysis
RNF20,GO:0006508,proteolysis
RNF213,GO:0006508,proteolysis
RNF215,GO:0006508,proteolysis
RNF216,GO:0006508,proteolysis
RNF217,GO:0006508,proteolysis
RNF25,GO:0006508,proteolysis
RNF26,GO:0006508,proteolysis
RNF26RT,GO:0006508,proteolysis
RNF34,GO:0006508,proteolysis
RNF4,GO:0006508,proteolysis
RNF40,GO:0006508,proteolysis
RNF41,GO:0006508,proteolysis
RNF43,GO:0006508,proteolysis
RNF5,GO:0006508,proteolysis
RNF6,GO:0006508,proteolysis
RNF7,GO:0006508,proteolysis
RNF7L,GO:0006508,proteolysis
RNF8,GO:0006508,proteolysis
RNPEP,GO:0006508,proteolysis
RPGR,GO:0006508,proteolysis
RPS27A,GO:0006508,proteolysis
RPS6KB1,GO:0006508,proteolysis
RRAGC,GO:0006508,proteolysis
RXRA,GO:0006508,proteolysis
SAYSD1,GO:0006508,proteolysis
SCG5,GO:0006508,proteolysis
SDE2,GO:0006508,proteolysis
SDF2L1,GO:0006508,proteolysis
SEC11A,GO:0006508,proteolysis
SEC11C,GO:0006508,proteolysis
SEC61B,GO:0006508,proteolysis
SEL1L,GO:0006508,proteolysis
SEL1L2,GO:0006508,proteolysis
SELENOS,GO:0006508,proteolysis
SETD2,GO:0006508,proteolysis
SGTA,GO:0006508,proteolysis
SH3BGRL,GO:0006508,proteolysis
SHARPIN,GO:0006508,proteolysis
SHH,GO:0006508,proteolysis
SIAH1A,GO:0006508,proteolysis
SIAH1B,GO:0006508,proteolysis
SIAH2,GO:0006508,proteolysis
SIAH3,GO:0006508,proteolysis
SIK2,GO:0006508,proteolysis
SIRT1,GO:0006508,proteolysis
SIRT2,GO:0006508,proteolysis
SKP1,GO:0006508,proteolysis
SKP2,GO:0006508,proteolysis
SLC30A5,GO:0006508,proteolysis
SLC30A8,GO:0006508,proteolysis
SLC39A13,GO:0006508,proteolysis
SMAD3,GO:0006508,proteolysis
SMAD6,GO:0006508,proteolysis
SMURF1,GO:0006508,proteolysis
SMURF2,GO:0006508,proteolysis
SOCS2,GO:0006508,proteolysis
SOCS6,GO:0006508,proteolysis
SOCS7,GO:0006508,proteolysis
SPCS1,GO:0006508,proteolysis
SPCS2,GO:0006508,proteolysis
SPCS3,GO:0006508,proteolysis
SPG7,GO:0006508,proteolysis
SPOP,GO:0006508,proteolysis
SPOPFM2,GO:0006508,proteolysis
SPOPFM3,GO:0006508,proteolysis
SPOPL,GO:0006508,proteolysis
SPPL2A,GO:0006508,proteolysis
SPPL2B,GO:0006508,proteolysis
SPPL2C,GO:0006508,proteolysis
SPPL3,GO:0006508,proteolysis
SPRTN,GO:0006508,proteolysis
SPSB1,GO:0006508,proteolysis
SPSB2,GO:0006508,proteolysis
SPSB3,GO:0006508,proteolysis
SPSB4,GO:0006508,proteolysis
SQSTM1,GO:0006508,proteolysis
SRC,GO:0006508,proteolysis
SRGN,GO:0006508,proteolysis
SRMS,GO:0006508,proteolysis
ST14,GO:0006508,proteolysis
STOML2,GO:0006508,proteolysis
STT3B,GO:0006508,proteolysis
STUB1,GO:0006508,proteolysis
SYVN1,GO:0006508,proteolysis
TBL1X,GO:0006508,proteolysis
TBL1XR1,GO:0006508,proteolysis
TBX21,GO:0006508,proteolysis
TDPOZ1,GO:0006508,proteolysis
TDPOZ2,GO:0006508,proteolysis
TDPOZ3,GO:0006508,proteolysis
TDPOZ4,GO:0006508,proteolysis
TDPOZ5,GO:0006508,proteolysis
TDPOZ8,GO:0006508,proteolysis
TGFB1,GO:0006508,proteolysis
TLL1,GO:0006508,proteolysis
TLL2,GO:0006508,proteolysis
TM2D3,GO:0006508,proteolysis
TMEM126A,GO:0006508,proteolysis
TMEM129,GO:0006508,proteolysis
TMEM208,GO:0006508,proteolysis
TMEM67,GO:0006508,proteolysis
TMPRSS11A,GO:0006508,proteolysis
TMPRSS11B,GO:0006508,proteolysis
TMPRSS11C,GO:0006508,proteolysis
TMPRSS11D,GO:0006508,proteolysis
TMPRSS11E,GO:0006508,proteolysis
TMPRSS11F,GO:0006508,proteolysis
TMPRSS11G,GO:0006508,proteolysis
TMPRSS12,GO:0006508,proteolysis
TMPRSS13,GO:0006508,proteolysis
TMPRSS15,GO:0006508,proteolysis
TMPRSS2,GO:0006508,proteolysis
TMPRSS3,GO:0006508,proteolysis
TMPRSS4,GO:0006508,proteolysis
TMPRSS5,GO:0006508,proteolysis
TMPRSS6,GO:0006508,proteolysis
TMPRSS7,GO:0006508,proteolysis
TMPRSS9,GO:0006508,proteolysis
TMUB1,GO:0006508,proteolysis
TMUB2,GO:0006508,proteolysis
TNFAIP1,GO:0006508,proteolysis
TOLLIP,GO:0006508,proteolysis
TOPORS,GO:0006508,proteolysis
TOR1A,GO:0006508,proteolysis
TP53INP2,GO:0006508,proteolysis
TRAF4,GO:0006508,proteolysis
TRIM13,GO:0006508,proteolysis
TRIM2,GO:0006508,proteolysis
TRIM21,GO:0006508,proteolysis
TRIM25,GO:0006508,proteolysis
TRIM26,GO:0006508,proteolysis
TRIM28,GO:0006508,proteolysis
TRIM3,GO:0006508,proteolysis
TRIM30B,GO:0006508,proteolysis
TRIM31,GO:0006508,proteolysis
TRIM32,GO:0006508,proteolysis
TRIM36,GO:0006508,proteolysis
TRIM38,GO:0006508,proteolysis
TRIM45,GO:0006508,proteolysis
TRIM58,GO:0006508,proteolysis
TRIM63,GO:0006508,proteolysis
TRIM71,GO:0006508,proteolysis
TRIM72,GO:0006508,proteolysis
TRIM9,GO:0006508,proteolysis
TRIP12,GO:0006508,proteolysis
TRIP4,GO:0006508,proteolysis
TRPC4AP,GO:0006508,proteolysis
TSG101,GO:0006508,proteolysis
TTC3,GO:0006508,proteolysis
TYSND1,GO:0006508,proteolysis
UBA1,GO:0006508,proteolysis
UBA1Y,GO:0006508,proteolysis
UBA52,GO:0006508,proteolysis
UBA6,GO:0006508,proteolysis
UBA7,GO:0006508,proteolysis
UBAP1,GO:0006508,proteolysis
UBAP1L,GO:0006508,proteolysis
UBB,GO:0006508,proteolysis
UBC,GO:0006508,proteolysis
UBD,GO:0006508,proteolysis
UBE2A,GO:0006508,proteolysis
UBE2B,GO:0006508,proteolysis
UBE2C,GO:0006508,proteolysis
UBE2D1,GO:0006508,proteolysis
UBE2D2,GO:0006508,proteolysis
UBE2D2B,GO:0006508,proteolysis
UBE2D3,GO:0006508,proteolysis
UBE2DNL1,GO:0006508,proteolysis
UBE2DNL2,GO:0006508,proteolysis
UBE2F,GO:0006508,proteolysis
UBE2G1,GO:0006508,proteolysis
UBE2G2,GO:0006508,proteolysis
UBE2H,GO:0006508,proteolysis
UBE2I,GO:0006508,proteolysis
UBE2J1,GO:0006508,proteolysis
UBE2J2,GO:0006508,proteolysis
UBE2L3,GO:0006508,proteolysis
UBE2L6,GO:0006508,proteolysis
UBE2N,GO:0006508,proteolysis
UBE2R2,GO:0006508,proteolysis
UBE2S,GO:0006508,proteolysis
UBE2SRT,GO:0006508,proteolysis
UBE2U,GO:0006508,proteolysis
UBE2W,GO:0006508,proteolysis
UBE2Z,GO:0006508,proteolysis
UBE3A,GO:0006508,proteolysis
UBE3B,GO:0006508,proteolysis
UBE3C,GO:0006508,proteolysis
UBE3D,GO:0006508,proteolysis
UBE4A,GO:0006508,proteolysis
UBE4B,GO:0006508,proteolysis
UBL4A,GO:0006508,proteolysis
UBL7,GO:0006508,proteolysis
UBQLN1,GO:0006508,proteolysis
UBQLN2,GO:0006508,proteolysis
UBQLN3,GO:0006508,proteolysis
UBQLN4,GO:0006508,proteolysis
UBQLN5,GO:0006508,proteolysis
UBQLNL,GO:0006508,proteolysis
UBR1,GO:0006508,proteolysis
UBR2,GO:0006508,proteolysis
UBR3,GO:0006508,proteolysis
UBR4,GO:0006508,proteolysis
UBR5,GO:0006508,proteolysis
UBXN10,GO:0006508,proteolysis
UBXN11,GO:0006508,proteolysis
UBXN2A,GO:0006508,proteolysis
UBXN2B,GO:0006508,proteolysis
UBXN4,GO:0006508,proteolysis
UBXN6,GO:0006508,proteolysis
UBXN7,GO:0006508,proteolysis
UBXN8,GO:0006508,proteolysis
UCHL1,GO:0006508,proteolysis
UCHL3,GO:0006508,proteolysis
UCHL4,GO:0006508,proteolysis
UCHL5,GO:0006508,proteolysis
UFD1,GO:0006508,proteolysis
UFL1,GO:0006508,proteolysis
UHRF1,GO:0006508,proteolysis
ULK1,GO:0006508,proteolysis
UMOD,GO:0006508,proteolysis
USP10,GO:0006508,proteolysis
USP14,GO:0006508,proteolysis
USP17LE,GO:0006508,proteolysis
USP19,GO:0006508,proteolysis
USP22,GO:0006508,proteolysis
USP25,GO:0006508,proteolysis
USP28,GO:0006508,proteolysis
USP38,GO:0006508,proteolysis
USP44,GO:0006508,proteolysis
VCP,GO:0006508,proteolysis
VCP-NPL4-UFD1_MOUSE,GO:0006508,proteolysis
VHL,GO:0006508,proteolysis
VPS28,GO:0006508,proteolysis
VPS35,GO:0006508,proteolysis
VPS37A,GO:0006508,proteolysis
VPS37B,GO:0006508,proteolysis
VPS37C,GO:0006508,proteolysis
VPS37D,GO:0006508,proteolysis
VPS4A,GO:0006508,proteolysis
VPS4B,GO:0006508,proteolysis
VSIR,GO:0006508,proteolysis
WDR26,GO:0006508,proteolysis
WDR72,GO:0006508,proteolysis
WDR77,GO:0006508,proteolysis
WDR81,GO:0006508,proteolysis
WFS1,GO:0006508,proteolysis
WWP1,GO:0006508,proteolysis
WWP2,GO:0006508,proteolysis
WWTR1,GO:0006508,proteolysis
XAF1,GO:0006508,proteolysis
XBP1,GO:0006508,proteolysis
XPNPEP3,GO:0006508,proteolysis
YIPF5,GO:0006508,proteolysis
YME1L1,GO:0006508,proteolysis
YOD1,GO:0006508,proteolysis
YWHAG,GO:0006508,proteolysis
ZDHHC9,GO:0006508,proteolysis
ZER1,GO:0006508,proteolysis
ZFAND2A,GO:0006508,proteolysis
ZFAND2B,GO:0006508,proteolysis
ZMPSTE24,GO:0006508,proteolysis
ZNF574,GO:0006508,proteolysis
ZNF598,GO:0006508,proteolysis
ZNRF1,GO:0006508,proteolysis
ZNRF2,GO:0006508,proteolysis
ZNRF3,GO:0006508,proteolysis
ZNRF4,GO:0006508,proteolysis
ZSWIM8,GO:0006508,proteolysis
ZYG11B,GO:0006508,proteolysis
